
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-05 18:26:32 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:26:32 /api/detections/latest ................................................................... ~ 2s
  2026-04-05 18:26:33 /frames/cam_1.jpg?t=1775391992168 ........................................................ ~ 1s
  2026-04-05 18:26:34 /frames/cam_1.jpg?t=1775391992493 .................................................... ~ 7.27ms
  2026-04-05 18:26:34 /api/internal/alert ................................................................ ~ 504.06ms
  2026-04-05 18:26:35 /api/detections/latest ............................................................. ~ 522.55ms
  2026-04-05 18:26:35 /frames/cam_1.jpg?t=1775391995488 .................................................. ~ 532.73ms
  2026-04-05 18:26:36 /snapshots/cam_1_20260405_182629_525.jpg ............................................. ~ 4.19ms
  2026-04-05 18:26:36 /snapshots/cam_1_20260405_182631_762.jpg ............................................ ~ 10.28ms
  2026-04-05 18:26:36 /api/internal/alert ................................................................ ~ 496.59ms
  2026-04-05 18:26:37 /api/detections/report ................................................................... ~ 1s
  2026-04-05 18:26:37 /frames/cam_1.jpg?t=1775391996701 ........................................................ ~ 1s
  2026-04-05 18:26:38 /api/internal/alert ................................................................ ~ 515.42ms
  2026-04-05 18:26:39 /frames/cam_1.jpg .................................................................. ~ 504.64ms
  2026-04-05 18:26:40 /api/internal/alert ................................................................ ~ 516.36ms
  2026-04-05 18:26:40 /api/detections/latest ............................................................. ~ 519.09ms
  2026-04-05 18:26:41 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:26:40 /snapshots/cam_1_20260405_182636_392.jpg ................................................. ~ 1s
  2026-04-05 18:26:41 /snapshots/cam_1_20260405_182634_928.jpg ................................................. ~ 1s
  2026-04-05 18:26:43 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:44 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:46 /api/internal/alert ................................................................ ~ 561.52ms
  2026-04-05 18:26:47 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:50 /api/internal/alert ................................................................ ~ 514.38ms
  2026-04-05 18:26:51 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:26:53 /api/internal/alert ................................................................ ~ 542.21ms
  2026-04-05 18:26:54 /api/internal/alert ................................................................ ~ 513.32ms
  2026-04-05 18:26:55 /api/internal/alert ................................................................ ~ 514.39ms
  2026-04-05 18:26:56 /api/internal/alert ................................................................ ~ 517.56ms
  2026-04-05 18:26:57 /api/internal/cameras .............................................................. ~ 540.16ms
  2026-04-05 18:27:09 /api/internal/alert ................................................................ ~ 510.26ms
  2026-04-05 18:27:11 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:27:13 /api/internal/cameras .............................................................. ~ 502.04ms
  2026-04-05 18:27:16 /api/internal/alert ................................................................ ~ 502.29ms
  2026-04-05 18:27:22 /api/internal/alert ................................................................ ~ 501.01ms
  2026-04-05 18:27:28 /api/internal/cameras .............................................................. ~ 500.65ms
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  PHP Fatal error:  Out of memory (allocated 16777216 bytes) (tried to allocate 94208 bytes) in C:\Users\Mahadi Hassan Arif\Desktop\Camera Tracking\sentinel\vendor\composer\ClassLoader.php on line 576
  2026-04-05 18:27:32 /api/detections/latest ................................................................... ~ 1s
  2026-04-05 18:27:32 /api/detections/report ................................................................... ~ 2s
  2026-04-05 18:27:32 /frames/cam_1.jpg?t=1775392052484 ........................................................ ~ 2s
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182722_087.jpg ............................................. ~ 0.52ms
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182716_537.jpg ............................................. ~ 4.62ms
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182711_152.jpg ............................................. ~ 6.50ms
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182709_809.jpg ............................................. ~ 0.40ms
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182656_861.jpg ............................................ ~ 74.30ms
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182655_654.jpg ............................................ ~ 78.15ms
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182654_451.jpg ............................................. ~ 0.47ms
  2026-04-05 18:27:34 /snapshots/cam_1_20260405_182653_219.jpg ............................................. ~ 2.74ms
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  PHP Fatal error:  Out of memory (allocated 8388608 bytes) (tried to allocate 163840 bytes) in C:\Users\Mahadi Hassan Arif\Desktop\Camera Tracking\sentinel\vendor\composer\ClassLoader.php on line 576
  2026-04-05 18:27:38 /api/internal/alert ................................................................ ~ 539.02ms
  2026-04-05 18:27:44 /api/internal/cameras .............................................................. ~ 568.42ms
  2026-04-05 18:27:44 /api/internal/alert ...................................................................... ~ 1s
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  PHP Fatal error:  Out of memory (allocated 18874368 bytes) (tried to allocate 1310720 bytes) in C:\Users\Mahadi Hassan Arif\Desktop\Camera Tracking\sentinel\vendor\symfony\console\Application.php on line 1160
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  PHP Fatal error:  Out of memory (allocated 18874368 bytes) (tried to allocate 1310720 bytes) in C:\Users\Mahadi Hassan Arif\Desktop\Camera Tracking\sentinel\vendor\symfony\error-handler\Error\FatalError.php on line 19
  2026-04-05 18:27:46 /api/internal/alert .................................................................. ~ 5.01ms
  2026-04-05 18:27:53 /api/internal/alert ...................................................................... ~ 3s
  2026-04-05 18:27:58 /api/internal/alert ...................................................................... ~ 7s
  2026-04-05 18:28:08 /api/internal/cameras .............................................................. ~ 533.97ms
  2026-04-05 18:28:08 /api/internal/alert ................................................................ ~ 536.15ms
  2026-04-05 18:28:10 /api/internal/alert ................................................................ ~ 541.48ms
  2026-04-05 18:28:14 /api/internal/alert ................................................................ ~ 508.05ms
  2026-04-05 18:28:16 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:28:18 /api/internal/alert ................................................................ ~ 516.27ms
  2026-04-05 18:28:20 /api/internal/alert ................................................................ ~ 622.40ms
  2026-04-05 18:28:22 /api/internal/alert ................................................................ ~ 521.94ms
  2026-04-05 18:28:23 /api/internal/alert ................................................................ ~ 533.58ms
  2026-04-05 18:28:23 /api/internal/cameras .............................................................. ~ 578.77ms
  2026-04-05 18:28:25 /api/internal/alert ................................................................ ~ 515.20ms
  2026-04-05 18:28:26 /api/internal/alert ................................................................ ~ 511.68ms
  2026-04-05 18:28:28 /api/internal/alert ................................................................ ~ 538.87ms
  2026-04-05 18:28:29 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:28:31 /api/internal/alert ................................................................ ~ 517.14ms
  2026-04-05 18:28:36 /api/internal/alert ................................................................ ~ 506.22ms
  2026-04-05 18:28:38 /api/internal/alert ................................................................ ~ 511.80ms
  2026-04-05 18:28:39 /api/internal/alert ................................................................ ~ 515.34ms
  2026-04-05 18:28:40 /api/internal/cameras .................................................................... ~ 1s
  2026-04-05 18:28:41 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:28:43 /api/internal/alert ................................................................ ~ 529.59ms
  2026-04-05 18:28:44 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:28:46 /api/internal/alert ................................................................ ~ 515.64ms
  2026-04-05 18:28:48 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:28:49 /api/internal/alert ................................................................ ~ 516.75ms
  2026-04-05 18:28:51 /api/internal/alert ................................................................ ~ 515.34ms
  2026-04-05 18:28:53 /api/internal/alert ................................................................ ~ 519.38ms
  2026-04-05 18:28:54 /api/internal/alert ................................................................ ~ 733.36ms
  2026-04-05 18:28:55 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:28:56 /api/internal/cameras .............................................................. ~ 514.77ms
  2026-04-05 18:28:57 /api/internal/alert ................................................................ ~ 526.65ms
  2026-04-05 18:28:59 /api/internal/alert ................................................................ ~ 522.24ms
  2026-04-05 18:29:00 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:29:02 /api/internal/alert ................................................................ ~ 523.54ms
  2026-04-05 18:29:03 /api/internal/alert ................................................................ ~ 516.16ms
  2026-04-05 18:29:12 /api/internal/cameras .............................................................. ~ 517.77ms
  2026-04-05 18:29:14 /api/internal/alert ................................................................ ~ 518.81ms
  2026-04-05 18:29:20 /api/internal/alert ................................................................ ~ 501.20ms
  2026-04-05 18:29:27 /api/internal/cameras .............................................................. ~ 516.07ms
  2026-04-05 18:29:43 /api/internal/cameras .............................................................. ~ 516.21ms
  2026-04-05 18:29:58 /api/internal/cameras .............................................................. ~ 516.30ms
  2026-04-05 18:30:13 /api/internal/cameras .............................................................. ~ 515.19ms
  2026-04-05 18:30:29 /api/internal/cameras .............................................................. ~ 538.80ms
  2026-04-05 18:30:39 /api/internal/alert ................................................................ ~ 513.96ms
  2026-04-05 18:30:40 /api/internal/alert .................................................................. ~ 1.34ms
  2026-04-05 18:30:41 /api/internal/alert ................................................................ ~ 508.42ms
  2026-04-05 18:30:42 /api/internal/alert ................................................................ ~ 518.30ms
  2026-04-05 18:30:43 /api/internal/alert ................................................................ ~ 514.47ms
  2026-04-05 18:30:44 /api/internal/cameras .............................................................. ~ 519.56ms
  2026-04-05 18:31:00 /api/internal/cameras .............................................................. ~ 515.20ms
  2026-04-05 18:31:15 /api/internal/cameras .............................................................. ~ 536.00ms
  2026-04-05 18:31:30 /api/internal/cameras .............................................................. ~ 501.95ms
  2026-04-05 18:31:46 /api/internal/cameras ................................................................ ~ 2.02ms
  2026-04-05 18:32:01 /api/internal/cameras ................................................................ ~ 1.08ms
  2026-04-05 18:32:13 /api/internal/alert ................................................................. ~ 71.80ms
  2026-04-05 18:32:16 /api/internal/cameras .............................................................. ~ 510.26ms
  2026-04-05 18:32:19 /api/internal/alert ................................................................ ~ 616.00ms
  2026-04-05 18:32:30 /api/internal/alert ................................................................ ~ 503.67ms
  2026-04-05 18:32:32 /api/internal/cameras .............................................................. ~ 503.17ms
  2026-04-05 18:32:47 /api/internal/cameras ................................................................ ~ 1.60ms
  2026-04-05 18:33:02 /api/internal/cameras .............................................................. ~ 503.57ms
  2026-04-05 18:33:18 /api/internal/cameras .............................................................. ~ 517.03ms
  2026-04-05 18:33:33 /api/internal/cameras .............................................................. ~ 574.26ms
  2026-04-05 18:33:48 /api/internal/cameras ................................................................ ~ 2.84ms
  2026-04-05 18:34:03 /api/internal/cameras ................................................................ ~ 1.45ms
  2026-04-05 18:34:19 /api/internal/cameras ................................................................ ~ 1.46ms
  2026-04-05 18:34:34 /api/internal/cameras ................................................................ ~ 1.12ms
  2026-04-05 18:34:50 /api/internal/cameras ................................................................ ~ 1.38ms
  2026-04-05 18:35:05 /api/internal/cameras .............................................................. ~ 515.83ms
  2026-04-05 18:35:20 /api/internal/cameras .............................................................. ~ 515.87ms
  2026-04-05 18:35:36 /api/internal/cameras .............................................................. ~ 516.51ms
  2026-04-05 18:35:51 /api/internal/cameras .............................................................. ~ 515.05ms
  2026-04-05 18:36:06 /api/internal/cameras .............................................................. ~ 503.50ms
  2026-04-05 18:36:21 /api/internal/cameras .............................................................. ~ 501.90ms
  2026-04-05 18:36:37 /api/internal/cameras ................................................................ ~ 1.07ms
  2026-04-05 18:36:52 /api/internal/cameras ................................................................ ~ 1.54ms
  2026-04-05 18:37:07 /api/internal/cameras .............................................................. ~ 502.78ms
  2026-04-05 18:37:23 /api/internal/cameras ................................................................ ~ 2.65ms
  2026-04-05 18:37:38 /api/internal/cameras ................................................................ ~ 2.32ms
  2026-04-05 18:37:53 /api/internal/cameras .............................................................. ~ 515.49ms
  2026-04-05 18:37:59 /api/internal/alert ................................................................ ~ 516.43ms
  2026-04-05 18:37:59 /api/internal/alert ................................................................ ~ 501.51ms
  2026-04-05 18:38:00 /api/internal/alert .................................................................. ~ 0.75ms
  2026-04-05 18:38:01 /api/internal/alert ................................................................ ~ 516.01ms
  2026-04-05 18:38:02 /api/internal/alert .................................................................. ~ 2.22ms
  2026-04-05 18:38:03 /api/internal/alert ................................................................ ~ 514.01ms
  2026-04-05 18:38:04 /api/internal/alert ................................................................ ~ 515.93ms
  2026-04-05 18:38:05 /api/internal/alert ................................................................ ~ 541.58ms
  2026-04-05 18:38:06 /api/internal/alert ................................................................ ~ 523.61ms
  2026-04-05 18:38:07 /api/internal/alert ................................................................ ~ 509.24ms
  2026-04-05 18:38:07 /api/internal/alert ................................................................ ~ 509.27ms
  2026-04-05 18:38:08 /api/internal/alert ................................................................ ~ 513.54ms
  2026-04-05 18:38:09 /api/internal/cameras .............................................................. ~ 524.52ms
  2026-04-05 18:38:09 /api/internal/alert ................................................................ ~ 516.32ms
  2026-04-05 18:38:10 /api/internal/alert ................................................................ ~ 519.05ms
  2026-04-05 18:38:11 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:38:12 /api/internal/alert .................................................................. ~ 1.10ms
  2026-04-05 18:38:13 /api/internal/alert .................................................................. ~ 0.93ms
  2026-04-05 18:38:13 /api/internal/alert ................................................................ ~ 501.70ms
  2026-04-05 18:38:14 /api/internal/alert ................................................................ ~ 509.15ms
  2026-04-05 18:38:15 /api/internal/alert ................................................................ ~ 516.46ms
  2026-04-05 18:38:16 /api/internal/alert ................................................................ ~ 516.20ms
  2026-04-05 18:38:17 /api/internal/alert ................................................................ ~ 526.59ms
  2026-04-05 18:38:18 /api/internal/alert ................................................................ ~ 540.43ms
  2026-04-05 18:38:18 /api/internal/alert ................................................................ ~ 500.83ms
  2026-04-05 18:38:19 /api/internal/alert .................................................................. ~ 1.09ms
  2026-04-05 18:38:20 /api/internal/alert ................................................................ ~ 511.45ms
  2026-04-05 18:38:21 /api/internal/alert ................................................................ ~ 514.08ms
  2026-04-05 18:38:22 /api/internal/alert ................................................................ ~ 539.60ms
  2026-04-05 18:38:22 /api/internal/alert ................................................................ ~ 503.74ms
  2026-04-05 18:38:23 /api/internal/alert ................................................................ ~ 513.54ms
  2026-04-05 18:38:24 /api/internal/alert ................................................................ ~ 502.32ms
  2026-04-05 18:38:24 /api/internal/cameras .............................................................. ~ 511.82ms
  2026-04-05 18:38:25 /api/internal/alert ................................................................ ~ 511.71ms
  2026-04-05 18:38:25 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:38:27 /api/internal/alert ................................................................ ~ 510.84ms
  2026-04-05 18:38:27 /api/internal/alert ................................................................ ~ 515.08ms
  2026-04-05 18:38:28 /api/internal/alert ................................................................ ~ 513.99ms
  2026-04-05 18:38:33 /api/internal/alert .................................................................. ~ 1.75ms
  2026-04-05 18:38:39 /api/internal/alert .................................................................. ~ 1.87ms
  2026-04-05 18:38:40 /api/internal/cameras .............................................................. ~ 506.50ms
  2026-04-05 18:38:44 /api/internal/alert ................................................................ ~ 517.80ms
  2026-04-05 18:38:55 /api/internal/cameras .............................................................. ~ 505.37ms
  2026-04-05 18:39:10 /api/internal/cameras .............................................................. ~ 516.64ms
  2026-04-05 18:39:26 /api/internal/cameras .............................................................. ~ 514.27ms
  2026-04-05 18:39:41 /api/internal/cameras .............................................................. ~ 269.57ms
  2026-04-05 18:39:57 /api/internal/cameras .............................................................. ~ 114.48ms
  2026-04-05 18:40:12 /api/internal/cameras .............................................................. ~ 777.92ms
  2026-04-05 18:40:28 /api/internal/cameras ................................................................ ~ 0.82ms
  2026-04-05 18:40:43 /api/internal/cameras ................................................................ ~ 1.69ms
  2026-04-05 18:40:58 /api/internal/cameras .............................................................. ~ 574.99ms
  2026-04-05 18:41:14 /api/internal/cameras .............................................................. ~ 512.81ms
  2026-04-05 18:41:29 /api/internal/cameras .............................................................. ~ 504.12ms
  2026-04-05 18:41:44 /api/internal/cameras .............................................................. ~ 515.42ms
  2026-04-05 18:42:00 /api/internal/cameras .............................................................. ~ 513.36ms
  2026-04-05 18:42:15 /api/internal/cameras ................................................................ ~ 0.69ms
  2026-04-05 18:42:30 /api/internal/cameras ................................................................ ~ 2.01ms
  2026-04-05 18:42:46 /api/internal/cameras ................................................................ ~ 3.43ms
  2026-04-05 18:43:01 /api/internal/cameras .............................................................. ~ 516.95ms
  2026-04-05 18:43:16 /api/internal/cameras .............................................................. ~ 513.99ms
  2026-04-05 18:43:32 /api/internal/cameras ................................................................ ~ 1.60ms
  2026-04-05 18:43:47 /api/internal/cameras .............................................................. ~ 515.18ms
  2026-04-05 18:44:02 /api/internal/cameras .............................................................. ~ 501.52ms
  2026-04-05 18:44:18 /api/internal/cameras .............................................................. ~ 503.12ms
  2026-04-05 18:44:33 /api/internal/cameras .............................................................. ~ 582.04ms
  2026-04-05 18:44:48 /api/internal/cameras .............................................................. ~ 504.75ms
  2026-04-05 18:45:04 /api/internal/cameras .............................................................. ~ 514.39ms
  2026-04-05 18:45:19 /api/internal/cameras ............................................................... ~ 42.58ms
  2026-04-05 18:45:34 /api/internal/cameras ................................................................ ~ 0.62ms
  2026-04-05 18:45:50 /api/internal/cameras ................................................................ ~ 6.99ms
  2026-04-05 18:46:05 /api/internal/cameras ................................................................ ~ 0.55ms
  2026-04-05 18:46:20 /api/internal/cameras ................................................................ ~ 1.59ms
  2026-04-05 18:46:36 /api/internal/cameras .............................................................. ~ 504.16ms
  2026-04-05 18:46:51 /api/internal/cameras .............................................................. ~ 625.22ms
  2026-04-05 18:47:06 /api/internal/cameras .............................................................. ~ 232.04ms
  2026-04-05 18:47:22 /api/internal/cameras .............................................................. ~ 656.63ms
  2026-04-05 18:47:37 /api/internal/cameras .............................................................. ~ 506.57ms
  2026-04-05 18:47:53 /api/internal/cameras ............................................................... ~ 10.59ms
  2026-04-05 18:48:08 /api/internal/cameras ................................................................ ~ 0.61ms
  2026-04-05 18:48:23 /api/internal/cameras .............................................................. ~ 515.23ms
  2026-04-05 18:48:39 /api/internal/cameras ................................................................ ~ 0.63ms
  2026-04-05 18:48:54 /api/internal/cameras ................................................................ ~ 1.55ms
  2026-04-05 18:49:09 /api/internal/cameras ............................................................... ~ 76.53ms
  2026-04-05 18:49:25 /api/internal/cameras .............................................................. ~ 512.16ms
  2026-04-05 18:49:40 /api/internal/cameras ............................................................... ~ 34.08ms
  2026-04-05 18:49:55 /api/internal/cameras .............................................................. ~ 502.37ms
  2026-04-05 18:50:11 /api/internal/cameras .............................................................. ~ 515.61ms
  2026-04-05 18:50:26 /api/internal/cameras .............................................................. ~ 518.16ms
  2026-04-05 18:50:41 /api/internal/cameras ................................................................ ~ 0.80ms
  2026-04-05 18:50:57 /api/internal/cameras ................................................................ ~ 1.24ms
  2026-04-05 18:51:12 /api/internal/cameras ................................................................ ~ 1.74ms
  2026-04-05 18:51:27 /api/internal/cameras ................................................................ ~ 0.81ms
  2026-04-05 18:51:43 /api/internal/cameras .............................................................. ~ 590.53ms
  2026-04-05 18:51:58 /api/internal/cameras .............................................................. ~ 501.36ms
  2026-04-05 18:52:13 /api/internal/cameras .............................................................. ~ 515.75ms
  2026-04-05 18:52:29 /api/internal/cameras .............................................................. ~ 512.99ms
  2026-04-05 18:52:44 /api/internal/cameras .............................................................. ~ 512.77ms
  2026-04-05 18:52:59 /api/internal/cameras .............................................................. ~ 513.47ms
  2026-04-05 18:53:15 /api/internal/cameras .............................................................. ~ 513.09ms
  2026-04-05 18:53:30 /api/internal/cameras ............................................................... ~ 68.52ms
  2026-04-05 18:53:46 /api/internal/cameras .............................................................. ~ 516.10ms
  2026-04-05 18:54:01 /api/internal/cameras .............................................................. ~ 502.14ms
  2026-04-05 18:54:16 /api/internal/cameras .............................................................. ~ 572.43ms
  2026-04-05 18:54:31 /api/internal/cameras .............................................................. ~ 516.02ms
  2026-04-05 18:54:47 /api/internal/cameras ................................................................ ~ 0.73ms
  2026-04-05 18:55:02 /api/internal/cameras ................................................................ ~ 0.83ms
  2026-04-05 18:55:17 /api/internal/cameras ............................................................... ~ 66.30ms
  2026-04-05 18:55:33 /api/internal/cameras .............................................................. ~ 518.37ms
  2026-04-05 18:55:48 /api/internal/cameras ................................................................ ~ 1.59ms
  2026-04-05 18:56:03 /api/internal/cameras .............................................................. ~ 517.46ms
  2026-04-05 18:56:19 /api/internal/cameras .............................................................. ~ 503.58ms
  2026-04-05 18:56:34 /api/internal/cameras .............................................................. ~ 503.83ms
  2026-04-05 18:56:49 /api/internal/cameras .............................................................. ~ 516.64ms
  2026-04-05 18:57:05 /api/internal/cameras .............................................................. ~ 515.19ms
  2026-04-05 18:57:20 /api/internal/cameras ................................................................ ~ 0.89ms
  2026-04-05 18:57:35 /api/internal/cameras .............................................................. ~ 256.39ms
  2026-04-05 18:57:51 /api/internal/cameras .............................................................. ~ 634.74ms
  2026-04-05 18:58:06 /api/internal/cameras .............................................................. ~ 616.32ms
  2026-04-05 18:58:19 /api/internal/alert ................................................................ ~ 509.33ms
  2026-04-05 18:58:20 /api/internal/alert ................................................................ ~ 501.86ms
  2026-04-05 18:58:21 /api/internal/alert ................................................................ ~ 591.28ms
  2026-04-05 18:58:22 /api/internal/alert ................................................................ ~ 605.49ms
  2026-04-05 18:58:22 /api/internal/cameras .............................................................. ~ 501.74ms
  2026-04-05 18:58:23 /api/internal/alert ................................................................ ~ 519.25ms
  2026-04-05 18:58:25 /api/internal/alert ...................................................................... ~ 1s
  2026-04-05 18:58:27 /api/internal/alert ................................................................ ~ 513.06ms
  2026-04-05 18:58:30 /api/internal/alert ................................................................ ~ 607.58ms
  2026-04-05 18:58:31 /api/internal/alert ................................................................ ~ 539.92ms
  2026-04-05 18:58:33 /api/internal/alert ................................................................ ~ 583.23ms
  2026-04-05 18:58:35 /api/internal/alert ................................................................ ~ 514.34ms
  2026-04-05 18:58:36 /api/internal/alert ................................................................ ~ 552.52ms
  2026-04-05 18:58:38 /api/internal/cameras .............................................................. ~ 594.65ms
  2026-04-05 18:58:54 /api/internal/cameras .............................................................. ~ 507.24ms
  2026-04-05 18:59:09 /api/internal/cameras .............................................................. ~ 502.17ms
